Product Code,Brand,Core Specification,Processor Specification,RAM,ROM,SSD
E5280A9F,Google,Ryzen 7,Ryzen 7,32GB,1TB,512GB
0473B041,Acer,Ryzen 9,Ryzen 9,8GB,64GB,256GB
D7AF6FF3,HP,N/A,Samsung Exynos,12GB,128GB,N/A
67AFCF05,Huawei,N/A,Snapdragon 7s,6GB,128GB,N/A
FD158A0A,Asus,Ryzen 3,Ryzen 3,16GB,512GB,2TB
6C2D120A,Acer,Ryzen 3,Ryzen 3,8GB,1TB,512GB
880C8784,Microsoft,N/A,Samsung Exynos,16GB,64GB,N/A
EAE4C153,HP,N/A,Snapdragon 7s,16GB,1TB,N/A
B7C9AAB3,Sony,Ryzen 3,Ryzen 3,8GB,64GB,256GB
A22ABACC,Nokia,N/A,MediaTek Helio,8GB,128GB,N/A
0399CDF1,HP,Ryzen 5,Ryzen 5,6GB,128GB,1TB
9E7D37F3,OnePlus,N/A,Snapdragon 7s,32GB,256GB,N/A
FFB303B6,iQOO,Ryzen 5,Ryzen 5,6GB,64GB,2TB
D67C392C,Lenovo,i3,i3,12GB,128GB,1TB
AC0DB682,Nokia,N/A,Samsung Exynos,4GB,512GB,N/A
219CC598,Realme,Ryzen 3,Ryzen 3,8GB,1TB,256GB
F98CF399,Realme,N/A,MediaTek Helio,12GB,256GB,N/A
488EF91F,iQOO,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
59D186CC,HP,Ryzen 3,Ryzen 3,6GB,128GB,256GB
8446B624,Dell,N/A,Apple A-Series,6GB,1TB,N/A
5FD34AB9,HP,Ryzen 7,Ryzen 7,32GB,64GB,1TB
54DEA6EA,Vivo,i3,i3,6GB,512GB,512GB
2E8094E4,Samsung,N/A,MediaTek Helio,4GB,1TB,N/A
CC91ED6A,Google,N/A,Snapdragon 7s,12GB,512GB,N/A
5CDA3654,Samsung,Ryzen 5,Ryzen 5,12GB,1TB,512GB
1E80925D,Lenovo,N/A,Samsung Exynos,12GB,256GB,N/A
6D86FA31,Google,N/A,Snapdragon 7s,4GB,128GB,N/A
16402962,Realme,Ryzen 7,Ryzen 7,32GB,1TB,1TB
290BEBAA,Dell,Ryzen 5,Ryzen 5,16GB,512GB,512GB
8.23E+12,Huawei,Ryzen 5,Ryzen 5,16GB,256GB,512GB
81BC4694,Asus,Ryzen 3,Ryzen 3,6GB,256GB,512GB
331E7147,Redmi,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
25E3A154,OnePlus,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
37AE5317,Motorola,N/A,Snapdragon 7s,6GB,512GB,N/A
2660070A,Nokia,Ryzen 5,Ryzen 5,4GB,128GB,2TB
318E75F3,Samsung,N/A,MediaTek Dimensity,16GB,64GB,N/A
0E72A2AB,Nokia,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
76DA7C2B,Asus,N/A,Snapdragon 7s,16GB,128GB,N/A
449443CC,Sony,N/A,Apple A-Series,12GB,512GB,N/A
1D9F88E6,Vivo,N/A,Samsung Exynos,32GB,64GB,N/A
79535733,Acer,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
DF343F29,Samsung,Ryzen 3,Ryzen 3,16GB,64GB,1TB
98AAB6E3,Motorola,N/A,MediaTek Helio,8GB,1TB,N/A
F12A545C,Nokia,i3,i3,16GB,1TB,256GB
A73ED352,Realme,N/A,MediaTek Dimensity,32GB,128GB,N/A
348B947F,Realme,N/A,Apple A-Series,32GB,1TB,N/A
D0F0AFB4,iQOO,N/A,MediaTek Dimensity,6GB,256GB,N/A
AE001835,Realme,i3,i3,12GB,512GB,1TB
C031BFC4,Samsung,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
3578FB9D,Vivo,N/A,MediaTek Dimensity,4GB,128GB,N/A
7F9CACDD,Vivo,N/A,Apple A-Series,32GB,1TB,N/A
64F308C1,Dell,N/A,Snapdragon 7s,12GB,512GB,N/A
89D1E39F,Lenovo,N/A,Snapdragon 7s,6GB,64GB,N/A
76B8D983,iQOO,Ryzen 3,Ryzen 3,16GB,256GB,1TB
37970A60,Asus,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
28C77A7C,Toshiba,N/A,MediaTek Dimensity,4GB,512GB,N/A
52268D57,Vivo,i9,i9,16GB,64GB,1TB
04C712EE,Asus,i3,i3,16GB,1TB,2TB
CDDFEF25,Acer,N/A,MediaTek Dimensity,8GB,128GB,N/A
63FE76DD,Dell,N/A,Samsung Exynos,6GB,64GB,N/A
F3CAE785,Asus,N/A,Samsung Exynos,16GB,512GB,N/A
2564C180,Redmi,N/A,Samsung Exynos,16GB,512GB,N/A
F7313BE9,Oppo,i3,i3,6GB,512GB,256GB
A9F9403F,Toshiba,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
76321F31,Microsoft,N/A,Samsung Exynos,12GB,64GB,N/A
87780AFD,Sony,N/A,Snapdragon 7s,4GB,64GB,N/A
EEF36B6C,Vivo,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
E52669D0,Realme,N/A,Samsung Exynos,32GB,256GB,N/A
750AD3C8,HP,N/A,MediaTek Helio,32GB,128GB,N/A
EB532A09,Nokia,i7,i7,12GB,128GB,256GB
7.53E+60,Asus,i9,i9,32GB,256GB,256GB
C7511C5C,Motorola,N/A,Snapdragon 7s,6GB,256GB,N/A
3805728B,OnePlus,N/A,Apple A-Series,4GB,256GB,N/A
FA6A0309,Toshiba,i3,i3,32GB,512GB,512GB
DF9EE06D,Sony,Ryzen 3,Ryzen 3,4GB,512GB,256GB
4EBEE859,Vivo,Ryzen 7,Ryzen 7,32GB,256GB,1TB
337AB7E7,Vivo,i5,i5,4GB,512GB,512GB
D213CCEA,Sony,Ryzen 9,Ryzen 9,12GB,256GB,2TB
8E5F08CB,Google,N/A,Snapdragon 7 Gen,32GB,256GB,N/A
B870C912,Lenovo,N/A,Snapdragon 7s,8GB,256GB,N/A
8C21202E,Samsung,i5,i5,12GB,256GB,256GB
B0A99AFB,Huawei,i3,i3,12GB,512GB,512GB
3009E8B7,Realme,i3,i3,8GB,128GB,256GB
A14D7F58,Realme,Ryzen 5,Ryzen 5,32GB,512GB,1TB
8018F789,iQOO,Ryzen 3,Ryzen 3,6GB,1TB,256GB
C1EEE3AD,iQOO,N/A,Apple A-Series,8GB,1TB,N/A
70FB2CB2,Google,Ryzen 5,Ryzen 5,16GB,64GB,512GB
04E7FA00,Realme,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
CABF5E0B,Sony,Ryzen 9,Ryzen 9,6GB,128GB,1TB
C4ED6232,HP,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
103214BB,Motorola,N/A,Samsung Exynos,6GB,512GB,N/A
C840A10E,iQOO,i7,i7,16GB,64GB,1TB
E6A09CB1,Dell,N/A,Samsung Exynos,8GB,512GB,N/A
1C8130B2,Vivo,Ryzen 9,Ryzen 9,32GB,64GB,2TB
38AA23B0,Motorola,Ryzen 9,Ryzen 9,16GB,1TB,2TB
3787E546,Sony,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
D46C5B15,Microsoft,Ryzen 9,Ryzen 9,16GB,1TB,256GB
907ECE9E,HP,N/A,Samsung Exynos,8GB,64GB,N/A
2626EF16,Oppo,N/A,MediaTek Dimensity,32GB,128GB,N/A
CB855A3C,Sony,N/A,Snapdragon 7s,32GB,64GB,N/A
CBD1C9F3,Apple,N/A,Snapdragon 7s,16GB,1TB,N/A
17ADB738,Toshiba,N/A,MediaTek Dimensity,6GB,64GB,N/A
95F646A1,HP,N/A,Samsung Exynos,16GB,256GB,N/A
BC59023C,Lenovo,Ryzen 7,Ryzen 7,6GB,256GB,512GB
90EBE88B,Huawei,N/A,Apple A-Series,32GB,64GB,N/A
F1EBDB2C,HP,N/A,Samsung Exynos,16GB,64GB,N/A
A407CDA9,Dell,Ryzen 3,Ryzen 3,6GB,128GB,1TB
C460F149,iQOO,Ryzen 9,Ryzen 9,6GB,64GB,256GB
8B0EF539,Toshiba,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
27C0D98D,HP,Ryzen 5,Ryzen 5,4GB,64GB,2TB
EA24DCC6,Google,N/A,Samsung Exynos,4GB,128GB,N/A
047BBD85,Toshiba,N/A,Samsung Exynos,8GB,512GB,N/A
1B201389,Dell,Ryzen 3,Ryzen 3,4GB,1TB,2TB
D6DD956E,Google,N/A,MediaTek Helio,6GB,1TB,N/A
B5350C68,Samsung,N/A,MediaTek Dimensity,6GB,128GB,N/A
E1206628,Vivo,N/A,Snapdragon 7s,16GB,1TB,N/A
A41CC480,Redmi,i7,i7,6GB,256GB,256GB
0E4948FD,Redmi,N/A,MediaTek Helio,12GB,64GB,N/A
FF2EFA7C,Samsung,N/A,MediaTek Dimensity,32GB,128GB,N/A
17F15A2A,Apple,N/A,Snapdragon 7s,4GB,256GB,N/A
4E9563F1,Toshiba,Ryzen 7,Ryzen 7,16GB,512GB,1TB
F6B7150C,Asus,i5,i5,6GB,256GB,2TB
F2E72DE0,OnePlus,N/A,Snapdragon 7s,32GB,256GB,N/A
3D6D0288,Dell,N/A,Samsung Exynos,12GB,512GB,N/A
9288FE2F,Microsoft,N/A,Snapdragon 7 Gen,16GB,256GB,N/A
DAC59805,Oppo,Ryzen 5,Ryzen 5,4GB,128GB,2TB
81D6CA17,Nokia,i7,i7,32GB,128GB,2TB
11EA76E7,Google,N/A,Snapdragon 7s,6GB,128GB,N/A
4339033F,Redmi,N/A,MediaTek Helio,6GB,512GB,N/A
E7FF7926,Huawei,i9,i9,6GB,512GB,256GB
6EAEC75D,Google,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
45196676,Oppo,Ryzen 7,Ryzen 7,6GB,64GB,2TB
99CD81EB,Vivo,Ryzen 3,Ryzen 3,8GB,512GB,512GB
0722982A,Acer,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
DB2F60D4,HP,N/A,MediaTek Helio,6GB,512GB,N/A
EC3E6847,Nokia,i7,i7,6GB,64GB,256GB
A465B826,Toshiba,Ryzen 7,Ryzen 7,8GB,512GB,1TB
468EE2D0,Acer,N/A,MediaTek Helio,6GB,128GB,N/A
81DC8652,Realme,N/A,Apple A-Series,6GB,64GB,N/A
C8864288,Apple,i7,i7,16GB,64GB,256GB
5483ED64,HP,i5,i5,6GB,64GB,2TB
11480122,Vivo,N/A,MediaTek Dimensity,32GB,512GB,N/A
1A4D56DF,Toshiba,N/A,Apple A-Series,12GB,256GB,N/A
07B3F35F,Motorola,N/A,Samsung Exynos,12GB,512GB,N/A
9D56369C,Realme,Ryzen 9,Ryzen 9,4GB,128GB,256GB
ACAAD4F1,Microsoft,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
088F56AD,Samsung,N/A,Samsung Exynos,12GB,512GB,N/A
1ADA5F98,Toshiba,N/A,Samsung Exynos,12GB,1TB,N/A
71ECDC3B,Sony,N/A,Snapdragon 7s,16GB,64GB,N/A
5336B653,Huawei,i9,i9,12GB,1TB,2TB
B7765B64,HP,N/A,Apple A-Series,32GB,64GB,N/A
1498645F,Vivo,i9,i9,12GB,512GB,512GB
50866ACA,iQOO,N/A,Apple A-Series,4GB,1TB,N/A
27E6F5D9,HP,N/A,MediaTek Dimensity,8GB,256GB,N/A
1643BC69,HP,Ryzen 5,Ryzen 5,32GB,128GB,2TB
66783838,Sony,N/A,Snapdragon 8 Gen,32GB,512GB,N/A
904BBDA4,Google,Ryzen 9,Ryzen 9,32GB,256GB,1TB
12A36D60,Dell,Ryzen 7,Ryzen 7,8GB,128GB,512GB
2B2DA02E,Lenovo,N/A,MediaTek Dimensity,4GB,64GB,N/A
DAEB1009,Redmi,Ryzen 5,Ryzen 5,6GB,1TB,256GB
E6F65175,iQOO,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
047AEAC2,iQOO,N/A,MediaTek Dimensity,4GB,512GB,N/A
200BD7DF,Toshiba,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
85607185,Asus,N/A,Samsung Exynos,4GB,64GB,N/A
F8000B11,Lenovo,N/A,Apple A-Series,8GB,128GB,N/A
B28C4EBD,iQOO,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
F044591C,Redmi,N/A,MediaTek Helio,8GB,64GB,N/A
5CF2DBDD,iQOO,Ryzen 3,Ryzen 3,8GB,128GB,2TB
4B85D858,Samsung,N/A,Samsung Exynos,16GB,64GB,N/A
20AA2A40,Lenovo,N/A,Snapdragon 7 Gen,16GB,1TB,N/A
DD983D8F,Motorola,i7,i7,32GB,512GB,512GB
BF8766EA,Nokia,Ryzen 5,Ryzen 5,16GB,256GB,2TB
FF90A86B,Sony,N/A,MediaTek Dimensity,4GB,256GB,N/A
45C50DA1,Oppo,N/A,Apple A-Series,4GB,512GB,N/A
F5A6A468,Dell,i3,i3,4GB,256GB,512GB
807C4D93,Nokia,i7,i7,32GB,64GB,2TB
4938DE70,Dell,Ryzen 5,Ryzen 5,16GB,1TB,1TB
98AB83CA,Huawei,Ryzen 5,Ryzen 5,8GB,128GB,256GB
FAB17B79,Oppo,Ryzen 9,Ryzen 9,12GB,256GB,2TB
222CE370,Toshiba,N/A,Samsung Exynos,16GB,256GB,N/A
AA1C9F21,Realme,i5,i5,12GB,256GB,256GB
D07D8468,Sony,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
47B9CDEA,Samsung,i9,i9,12GB,128GB,2TB
05E4868D,Dell,Ryzen 7,Ryzen 7,32GB,128GB,512GB
4D86DE7E,Asus,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
A2A11D9B,Lenovo,N/A,Snapdragon 7s,16GB,128GB,N/A
926B8376,Lenovo,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
12535FA0,Oppo,N/A,MediaTek Dimensity,12GB,1TB,N/A
B51775DD,Acer,i3,i3,16GB,256GB,512GB
99060A14,Microsoft,i7,i7,4GB,256GB,512GB
46313957,Realme,Ryzen 3,Ryzen 3,16GB,128GB,256GB
60D76F0E,Motorola,i7,i7,6GB,1TB,256GB
1C59CE49,Microsoft,i5,i5,32GB,256GB,512GB
8A03FC52,Toshiba,N/A,MediaTek Helio,16GB,64GB,N/A
9A2F460A,Huawei,i5,i5,32GB,128GB,512GB
CFA97F2A,HP,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
1168D5CE,Asus,Ryzen 7,Ryzen 7,12GB,1TB,256GB
1ACC5537,Dell,i5,i5,6GB,1TB,512GB
6C945B48,Google,i5,i5,12GB,256GB,256GB
07DA8D82,Acer,N/A,Samsung Exynos,32GB,256GB,N/A
85B6A485,Samsung,i7,i7,6GB,256GB,512GB
CDE1C6BE,Motorola,N/A,MediaTek Dimensity,4GB,1TB,N/A
795B8D26,HP,Ryzen 3,Ryzen 3,4GB,256GB,1TB
727C0570,Asus,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
B5F14445,iQOO,Ryzen 3,Ryzen 3,32GB,1TB,1TB
01AE1FA9,Apple,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
02D7704A,Microsoft,i3,i3,16GB,256GB,256GB
D19EE423,HP,N/A,Apple A-Series,6GB,64GB,N/A
4110B082,iQOO,Ryzen 5,Ryzen 5,4GB,256GB,512GB
295BA35D,Acer,i9,i9,4GB,256GB,1TB
3586B597,Samsung,Ryzen 9,Ryzen 9,6GB,128GB,256GB
3D34B3EA,Motorola,i7,i7,4GB,64GB,256GB
5C21A3ED,Microsoft,N/A,MediaTek Dimensity,8GB,512GB,N/A
B36E86ED,Redmi,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
EDFE1E42,Asus,Ryzen 7,Ryzen 7,4GB,128GB,2TB
708E7C75,Toshiba,Ryzen 5,Ryzen 5,6GB,128GB,2TB
528FE79F,Motorola,N/A,MediaTek Helio,32GB,128GB,N/A
289BA772,Lenovo,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
713BFC6A,Samsung,i3,i3,6GB,64GB,256GB
D727B24C,Nokia,N/A,MediaTek Helio,8GB,256GB,N/A
95831E3C,Asus,N/A,MediaTek Dimensity,12GB,512GB,N/A
42E0E319,Huawei,Ryzen 3,Ryzen 3,6GB,512GB,2TB
9DBC0264,Asus,N/A,Snapdragon 8 Gen,4GB,128GB,N/A
ED8DCFFB,HP,Ryzen 5,Ryzen 5,32GB,512GB,2TB
D59BECA1,iQOO,Ryzen 7,Ryzen 7,4GB,512GB,256GB
A60CDD46,iQOO,N/A,MediaTek Helio,8GB,64GB,N/A
18994F1C,Realme,N/A,Snapdragon 7s,8GB,64GB,N/A
B550BC9E,Google,Ryzen 3,Ryzen 3,12GB,128GB,512GB
87C7013A,Lenovo,i9,i9,12GB,256GB,512GB
66CC4972,Huawei,N/A,Samsung Exynos,6GB,512GB,N/A
B91266E3,Google,i5,i5,16GB,64GB,1TB
53FE3AF6,HP,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
5BCBAAA6,Google,i9,i9,6GB,64GB,1TB
F86A577E,Apple,i7,i7,32GB,1TB,512GB
7D81F305,Dell,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
3F6BED9C,Nokia,i7,i7,32GB,256GB,256GB
3658BAAC,Nokia,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
571E347F,Lenovo,N/A,Apple A-Series,6GB,1TB,N/A
9DBCA194,HP,N/A,MediaTek Helio,12GB,512GB,N/A
A9B1330A,Sony,Ryzen 7,Ryzen 7,12GB,64GB,512GB
D9B47128,Dell,N/A,MediaTek Dimensity,6GB,128GB,N/A
466FED46,Microsoft,Ryzen 7,Ryzen 7,32GB,128GB,2TB
89921841,Samsung,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
783489BB,Redmi,Ryzen 7,Ryzen 7,6GB,512GB,1TB
400C3448,Motorola,Ryzen 9,Ryzen 9,8GB,1TB,256GB
C6EBBD4A,Apple,Ryzen 7,Ryzen 7,16GB,256GB,1TB
B4766AD9,iQOO,Ryzen 5,Ryzen 5,16GB,1TB,256GB
193B584C,Sony,i7,i7,12GB,256GB,2TB
DBEE9374,Dell,i9,i9,32GB,64GB,512GB
EF3F64EE,Vivo,N/A,MediaTek Helio,8GB,128GB,N/A
43428FB8,Apple,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
1A27F59C,Vivo,i9,i9,4GB,256GB,2TB
7B1D3140,Sony,i9,i9,4GB,128GB,256GB
82795BB3,Apple,N/A,MediaTek Helio,12GB,256GB,N/A
592503AE,Lenovo,N/A,Apple A-Series,4GB,128GB,N/A
1A00C827,Samsung,N/A,MediaTek Helio,12GB,256GB,N/A
9B12AC9D,Motorola,Ryzen 7,Ryzen 7,4GB,1TB,512GB
43B73F67,Sony,Ryzen 9,Ryzen 9,8GB,1TB,2TB
3D95A8DB,Motorola,N/A,Samsung Exynos,12GB,64GB,N/A
52DC4FF1,Toshiba,N/A,Samsung Exynos,16GB,64GB,N/A
4D328949,HP,Ryzen 5,Ryzen 5,4GB,512GB,2TB
A9298189,Oppo,N/A,Samsung Exynos,8GB,256GB,N/A
FEC9B1CF,Microsoft,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
CD305715,Acer,i5,i5,12GB,256GB,2TB
FBC9C4E2,Oppo,Ryzen 9,Ryzen 9,12GB,128GB,2TB
9563BB37,Vivo,N/A,MediaTek Dimensity,32GB,256GB,N/A
CA55421B,Acer,Ryzen 7,Ryzen 7,16GB,1TB,1TB
0E0FEEA7,Samsung,Ryzen 7,Ryzen 7,6GB,256GB,512GB
D9DE8176,Lenovo,Ryzen 5,Ryzen 5,8GB,512GB,1TB
5602190D,Samsung,Ryzen 9,Ryzen 9,4GB,256GB,1TB
F1725BB2,iQOO,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
E5D245E5,Oppo,i7,i7,6GB,512GB,512GB
EF09D253,Lenovo,N/A,Samsung Exynos,8GB,256GB,N/A
5074D3C2,Huawei,Ryzen 9,Ryzen 9,12GB,128GB,256GB
12B2B82A,Microsoft,N/A,MediaTek Helio,4GB,128GB,N/A
EDA06FD5,OnePlus,i7,i7,16GB,64GB,1TB
79943FA1,Dell,Ryzen 5,Ryzen 5,16GB,1TB,512GB
18C2B267,OnePlus,N/A,Samsung Exynos,16GB,64GB,N/A
4AF1B17D,Huawei,N/A,MediaTek Dimensity,4GB,512GB,N/A
E1DA25AF,Huawei,Ryzen 9,Ryzen 9,4GB,256GB,1TB
CB8CAADD,OnePlus,N/A,Apple A-Series,12GB,1TB,N/A
698768C5,OnePlus,i7,i7,32GB,128GB,256GB
BB661356,Acer,N/A,Apple A-Series,6GB,512GB,N/A
EC6A96DC,Google,N/A,Apple A-Series,6GB,256GB,N/A
6255DCC6,Asus,N/A,MediaTek Helio,8GB,256GB,N/A
CAB01A83,Huawei,Ryzen 7,Ryzen 7,16GB,64GB,2TB
65239F57,Samsung,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
87F63D41,Huawei,N/A,MediaTek Helio,12GB,128GB,N/A
EA4BE8D1,Sony,Ryzen 3,Ryzen 3,4GB,256GB,512GB
D7421AF4,HP,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
2A507A19,Realme,N/A,Snapdragon 8 Gen,16GB,128GB,N/A
A6C1431A,Asus,N/A,MediaTek Dimensity,4GB,512GB,N/A
715EFD5A,Vivo,N/A,Apple A-Series,12GB,64GB,N/A
759F635D,Realme,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
49265518,Motorola,i5,i5,8GB,256GB,2TB
F44C8766,Huawei,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
82645EC3,HP,N/A,MediaTek Dimensity,4GB,512GB,N/A
A2941A9C,HP,N/A,Snapdragon 7s,16GB,128GB,N/A
1718BCB1,Dell,i5,i5,6GB,1TB,2TB
D863D014,Sony,Ryzen 7,Ryzen 7,32GB,1TB,512GB
6982B649,Toshiba,i7,i7,6GB,512GB,256GB
4A77C176,Huawei,Ryzen 3,Ryzen 3,32GB,64GB,256GB
280D4DBB,Oppo,Ryzen 3,Ryzen 3,16GB,256GB,256GB
9126F46B,Oppo,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
A42C75D8,HP,N/A,MediaTek Helio,32GB,1TB,N/A
89DAD958,Nokia,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
4DEE6661,Vivo,Ryzen 9,Ryzen 9,8GB,512GB,512GB
05E706F6,HP,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
DB74879D,Motorola,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
3FC79133,Sony,N/A,Snapdragon 7s,6GB,128GB,N/A
46D6BDB9,Realme,i3,i3,16GB,1TB,2TB
7AB03D14,Asus,Ryzen 9,Ryzen 9,32GB,256GB,1TB
12C030C1,Sony,i9,i9,8GB,1TB,256GB
31319334,Samsung,N/A,MediaTek Helio,16GB,1TB,N/A
69D05DB0,iQOO,i7,i7,32GB,64GB,256GB
99ED8527,Redmi,N/A,Apple A-Series,12GB,256GB,N/A
8C187F43,Vivo,N/A,MediaTek Helio,4GB,256GB,N/A
7FE89074,HP,N/A,Apple A-Series,8GB,64GB,N/A
30204DF4,Vivo,N/A,Apple A-Series,12GB,512GB,N/A
C1E4B40D,Motorola,i7,i7,16GB,256GB,512GB
691C9966,OnePlus,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
E3424C1D,Toshiba,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
4722EF18,Dell,Ryzen 9,Ryzen 9,8GB,512GB,1TB
8ADF059E,Toshiba,N/A,MediaTek Dimensity,12GB,512GB,N/A
9009E835,Apple,N/A,Samsung Exynos,16GB,512GB,N/A
B681AED6,Nokia,i7,i7,4GB,128GB,512GB
C4D1F2D1,Acer,Ryzen 3,Ryzen 3,8GB,1TB,1TB
AC27DB62,Acer,Ryzen 5,Ryzen 5,6GB,64GB,256GB
943F9BFA,Sony,N/A,Snapdragon 7s,32GB,256GB,N/A
8AF54B91,Asus,Ryzen 9,Ryzen 9,4GB,1TB,1TB
078AD7A9,Apple,Ryzen 3,Ryzen 3,12GB,512GB,256GB
BBEBACBD,Nokia,i3,i3,8GB,64GB,2TB
7854B2C1,Lenovo,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
4420BC8B,Microsoft,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
3CAF0161,Dell,N/A,MediaTek Dimensity,6GB,256GB,N/A
0409E481,Sony,N/A,Apple A-Series,6GB,1TB,N/A
E9E78397,Microsoft,N/A,Snapdragon 7 Gen,6GB,512GB,N/A
47A649AD,Sony,i9,i9,8GB,128GB,1TB
3BAA4949,Toshiba,Ryzen 9,Ryzen 9,32GB,128GB,256GB
25722C2A,Sony,i5,i5,32GB,1TB,1TB
AB75BB32,Google,Ryzen 3,Ryzen 3,8GB,256GB,256GB
C0E1585C,Toshiba,i7,i7,6GB,64GB,256GB
B94FDABA,Samsung,i3,i3,8GB,64GB,1TB
A5E7190E,Oppo,Ryzen 5,Ryzen 5,6GB,64GB,512GB
FDD60D85,Google,i9,i9,4GB,128GB,512GB
E438AEC1,HP,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
290869C6,Samsung,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
F859CC66,Acer,i5,i5,6GB,512GB,2TB
E8F78FCE,Asus,i7,i7,16GB,512GB,256GB
F0460D41,Lenovo,N/A,Samsung Exynos,4GB,1TB,N/A
28BA439E,Samsung,N/A,MediaTek Dimensity,8GB,256GB,N/A
8EC5CD8D,Huawei,i5,i5,12GB,512GB,256GB
78980D42,Google,Ryzen 9,Ryzen 9,32GB,1TB,512GB
1943A704,Dell,i7,i7,16GB,512GB,256GB
00F374BD,HP,N/A,Samsung Exynos,16GB,64GB,N/A
AA174BF7,Acer,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
08C502B7,Dell,Ryzen 7,Ryzen 7,6GB,256GB,2TB
9ED81817,Samsung,N/A,MediaTek Dimensity,32GB,1TB,N/A
081CFD55,Acer,N/A,Snapdragon 7s,4GB,512GB,N/A
051A8EAE,Apple,N/A,Snapdragon 7s,8GB,512GB,N/A
AC43E542,Nokia,Ryzen 3,Ryzen 3,12GB,256GB,512GB
16D59722,Asus,N/A,Samsung Exynos,12GB,256GB,N/A
14326978,iQOO,N/A,Snapdragon 7s,32GB,512GB,N/A
B3217291,Microsoft,N/A,Samsung Exynos,16GB,64GB,N/A
FD25D9C6,Oppo,Ryzen 7,Ryzen 7,32GB,512GB,512GB
6A1F7A6E,Redmi,N/A,Apple A-Series,8GB,1TB,N/A
3DA8C478,Huawei,N/A,Samsung Exynos,6GB,512GB,N/A
E169C0A4,Realme,i5,i5,16GB,128GB,512GB
C118145F,Sony,i3,i3,12GB,64GB,256GB
24280579,Google,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
98584207,OnePlus,N/A,Snapdragon 7s,8GB,128GB,N/A
01B0E20D,OnePlus,N/A,Apple A-Series,8GB,1TB,N/A
1286ED65,Nokia,N/A,Apple A-Series,4GB,128GB,N/A
26061C49,Asus,N/A,Samsung Exynos,8GB,128GB,N/A
FEC86079,Apple,N/A,MediaTek Dimensity,16GB,512GB,N/A
24BAEC10,Google,Ryzen 3,Ryzen 3,8GB,256GB,1TB
98ED9612,Motorola,N/A,MediaTek Dimensity,32GB,512GB,N/A
860BDB44,Nokia,i3,i3,4GB,512GB,1TB
54417FDB,OnePlus,N/A,Apple A-Series,16GB,1TB,N/A
A7EF36D4,Toshiba,i9,i9,16GB,1TB,512GB
F0267CF5,Oppo,i5,i5,8GB,128GB,512GB
727CEF55,Samsung,Ryzen 3,Ryzen 3,12GB,512GB,2TB
E6853264,Huawei,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
A5550479,Redmi,i7,i7,32GB,512GB,1TB
601D7D18,Motorola,i5,i5,8GB,64GB,1TB
