shipping_id,order_id,shipping_method,tracking_number,shipping_status,shipped_date
1875,O501874,Two-Day,40B64B39,Pending,2025-06-15
1876,O501875,Standard,6F171BBB,Shipped,2025-06-27
1877,O501876,Standard,E3F5469B,Delivered,2025-06-16
1878,O501877,Two-Day,1AD4836F,Pending,2025-06-17
1879,O501878,Overnight,F0DFE5E0,Cancelled,2025-06-25
1880,O501879,Express,5F1D6CD5,Pending,2025-07-06
1881,O501880,Standard,8BE4B33B,In Transit,2025-06-17
1882,O501881,Express,50B4A54D,In Transit,2025-07-05
1883,O501882,Two-Day,D8254E2B,Pending,2025-06-17
1884,O501883,Standard,A92B6D4C,Shipped,2025-06-26
1885,O501884,Express,4.66E+06,Shipped,2025-06-10
1886,O501885,Express,AFC760A9,In Transit,2025-07-08
1887,O501886,Express,6C34259A,In Transit,2025-06-23
1888,O501887,Overnight,BC307B9D,Pending,2025-06-25
1889,O501888,Two-Day,A49609D3,Delivered,2025-06-15
1890,O501889,Overnight,0B06CA16,Cancelled,2025-06-10
1891,O501890,Two-Day,73DBE3AC,In Transit,2025-06-21
1892,O501891,Standard,A2201B9B,Cancelled,2025-06-26
1893,O501892,Standard,373647AF,Delivered,2025-07-03
1894,O501893,Overnight,760A809A,Pending,2025-06-14
1895,O501894,Standard,89351ED6,Pending,2025-06-11
1896,O501895,Overnight,0712FA4E,In Transit,2025-07-06
1897,O501896,Two-Day,4E3D097B,Cancelled,2025-07-03
1898,O501897,Express,59297CEB,Delivered,2025-06-21
1899,O501898,Standard,CC242B8A,In Transit,2025-07-01
1900,O501899,Standard,F04AC2EA,Shipped,2025-07-06
1901,O501900,Standard,4E2CABFB,Delivered,2025-06-23
1902,O501901,Express,9850FAED,In Transit,2025-06-19
1903,O501902,Express,55BC5179,Cancelled,2025-06-24
1904,O501903,Standard,67DA6348,Cancelled,2025-06-19
1905,O501904,Express,35859A20,In Transit,2025-07-09
1906,O501905,Express,1EDEA742,Pending,2025-06-18
1907,O501906,Standard,F4BB1A6A,Cancelled,2025-06-16
1908,O501907,Two-Day,B8B30459,In Transit,2025-07-04
1909,O501908,Overnight,75A03DFE,Delivered,2025-07-04
1910,O501909,Two-Day,1960B590,Shipped,2025-06-09
1911,O501910,Overnight,1C155DD8,Shipped,2025-07-07
1912,O501911,Two-Day,F1001897,Shipped,2025-06-25
1913,O501912,Express,9BF1545F,In Transit,2025-06-25
1914,O501913,Overnight,5BFEB3F3,Shipped,2025-06-14
1915,O501914,Two-Day,35698CED,Delivered,2025-06-19
1916,O501915,Standard,0827F046,Cancelled,2025-07-02
1917,O501916,Two-Day,0B654974,Pending,2025-06-13
1918,O501917,Overnight,E9BFB92A,In Transit,2025-07-05
1919,O501918,Two-Day,7685E5E8,Delivered,2025-06-09
1920,O501919,Standard,8BE7C671,Shipped,2025-06-17
1921,O501920,Standard,1D1E4728,Pending,2025-06-09
1922,O501921,Overnight,F0EFC123,Cancelled,2025-07-05
1923,O501922,Express,72CED74D,Delivered,2025-06-30
1924,O501923,Overnight,D533B521,Pending,2025-06-16
1925,O501924,Two-Day,689E395F,In Transit,2025-06-28
1926,O501925,Standard,C707672F,In Transit,2025-06-11
1927,O501926,Two-Day,548E55B7,Pending,2025-06-28
1928,O501927,Two-Day,ED0B5514,Delivered,2025-06-12
1929,O501928,Express,A3469416,Delivered,2025-06-16
1930,O501929,Express,ABF51EE4,Delivered,2025-06-23
1931,O501930,Express,829A49BF,Cancelled,2025-06-17
1932,O501931,Express,A447AE8C,In Transit,2025-07-04
1933,O501932,Express,CB8282C1,Cancelled,2025-06-09
1934,O501933,Overnight,DEA0392A,Shipped,2025-06-22
1935,O501934,Overnight,52BEDA37,In Transit,2025-06-24
1936,O501935,Two-Day,C5E58BFD,Pending,2025-07-03
1937,O501936,Standard,AEC82E81,Cancelled,2025-06-11
1938,O501937,Two-Day,27EAE385,Delivered,2025-06-18
1939,O501938,Express,7D7203B2,Shipped,2025-06-24
1940,O501939,Express,8EF4A065,Shipped,2025-06-26
1941,O501940,Two-Day,E776891C,Pending,2025-06-17
1942,O501941,Standard,D0C52067,Cancelled,2025-06-18
1943,O501942,Two-Day,5F6E4D24,Delivered,2025-06-23
1944,O501943,Express,6B30615C,Shipped,2025-07-02
1945,O501944,Express,A459396E,Delivered,2025-07-06
1946,O501945,Overnight,3E423D2F,Pending,2025-06-30
1947,O501946,Two-Day,5F7C80DD,Cancelled,2025-06-19
1948,O501947,Two-Day,1399F223,Delivered,2025-07-02
1949,O501948,Two-Day,9062A706,Shipped,2025-06-18
1950,O501949,Overnight,8BE560AB,In Transit,2025-06-29
1951,O501950,Express,788F1F00,Cancelled,2025-06-24
1952,O501951,Standard,BE8BEB3E,Pending,2025-06-21
1953,O501952,Overnight,A4C7BE8E,Delivered,2025-07-06
1954,O501953,Two-Day,16E3D5F8,Pending,2025-07-09
1955,O501954,Two-Day,4864788B,Delivered,2025-07-03
1956,O501955,Overnight,7FE62895,Cancelled,2025-06-18
1957,O501956,Express,63A7E961,In Transit,2025-06-28
1958,O501957,Two-Day,E759F17B,Delivered,2025-06-17
1959,O501958,Overnight,45186C2D,Shipped,2025-07-04
1960,O501959,Standard,A5FF45D8,Shipped,2025-07-08
1961,O501960,Express,A1FE08D0,In Transit,2025-07-04
1962,O501961,Overnight,AC925B23,Pending,2025-06-26
1963,O501962,Two-Day,866644D9,In Transit,2025-06-15
1964,O501963,Two-Day,914E66AB,In Transit,2025-07-06
1965,O501964,Standard,C13F661F,Delivered,2025-06-29
1966,O501965,Two-Day,5380E3D7,Shipped,2025-06-20
1967,O501966,Express,52737D8D,Delivered,2025-06-20
1968,O501967,Express,B5F0AFE2,Pending,2025-06-28
1969,O501968,Overnight,609C49F3,Delivered,2025-07-09
1970,O501969,Two-Day,2690F5AC,Cancelled,2025-06-16
1971,O501970,Express,2EC18E26,Shipped,2025-07-03
1972,O501971,Two-Day,BB160EF8,Delivered,2025-06-14
1973,O501972,Two-Day,5C2067CF,Cancelled,2025-07-04
1974,O501973,Two-Day,77C3F4BD,Shipped,2025-07-03
1975,O501974,Overnight,60311C8A,Shipped,2025-06-17
1976,O501975,Express,AA9704A6,Delivered,2025-06-23
1977,O501976,Express,7EDB4A6E,Delivered,2025-06-28
1978,O501977,Standard,455528DD,In Transit,2025-06-11
1979,O501978,Standard,1CF4AEF8,Pending,2025-07-03
1980,O501979,Standard,35F1ECAA,Shipped,2025-06-30
1981,O501980,Express,00DB4E54,Pending,2025-07-01
1982,O501981,Two-Day,45311B03,Pending,2025-06-14
1983,O501982,Express,19910F91,Cancelled,2025-06-20
1984,O501983,Overnight,8892824,Shipped,2025-06-15
1985,O501984,Overnight,85704AB1,Cancelled,2025-06-25
1986,O501985,Standard,5EFC332E,Delivered,2025-06-12
1987,O501986,Two-Day,FD7A4032,Shipped,2025-06-18
1988,O501987,Overnight,4EAA1AAB,In Transit,2025-06-22
1989,O501988,Two-Day,8D4B53B1,Delivered,2025-07-05
1990,O501989,Standard,BD4B9C89,Cancelled,2025-06-21
1991,O501990,Express,49BAEB71,In Transit,2025-07-07
1992,O501991,Standard,C0E5CD0E,Pending,2025-07-08
1993,O501992,Express,F113AF5A,Pending,2025-06-20
1994,O501993,Two-Day,50006B08,Shipped,2025-06-15
1995,O501994,Two-Day,B3D5F8ED,In Transit,2025-07-09
1996,O501995,Two-Day,4D6E2DFD,Cancelled,2025-06-21
1997,O501996,Express,89A8F53E,Cancelled,2025-06-19
1998,O501997,Overnight,9C8ABF9F,Delivered,2025-07-01
1999,O501998,Standard,6E245F51,Pending,2025-06-30
2000,O501999,Overnight,3D7A4788,Delivered,2025-06-15
